date,top_funnel_spend_usd,conversion_rate,impressions_per_user,click_through_rate,brand_search_volume,campaign_sub_metric_1,campaign_sub_metric_2,campaign_sub_metric_3,campaign_sub_metric_4,campaign_sub_metric_5,campaign_sub_metric_6,campaign_sub_metric_7,campaign_sub_metric_8,campaign_sub_metric_9,campaign_sub_metric_10,campaign_sub_metric_11,campaign_sub_metric_12,campaign_sub_metric_13,campaign_sub_metric_14,campaign_sub_metric_15,campaign_sub_metric_16,campaign_sub_metric_17,campaign_sub_metric_18,campaign_sub_metric_19,campaign_sub_metric_20,campaign_sub_metric_21,campaign_sub_metric_22,campaign_sub_metric_23,campaign_sub_metric_24,campaign_sub_metric_25,campaign_sub_metric_26,campaign_sub_metric_27,campaign_sub_metric_28,campaign_sub_metric_29,campaign_sub_metric_30,campaign_sub_metric_31,campaign_sub_metric_32,campaign_sub_metric_33,campaign_sub_metric_34,campaign_sub_metric_35,campaign_sub_metric_36,campaign_sub_metric_37,campaign_sub_metric_38,campaign_sub_metric_39,campaign_sub_metric_40,campaign_sub_metric_41,campaign_sub_metric_42,campaign_sub_metric_43,campaign_sub_metric_44,campaign_sub_metric_45,campaign_sub_metric_46
2025-09-07,2491.32,0.0343,2372.71,0.0034,654.99,380.0,388.83,399.81,406.25,391.84,388.03,377.68,391.23,392.17,381.35,389.24,393.85,413.51,400.33,381.01,956.55,965.63,796.35,596.41,361.59,565.4,379.14,61.14,350.75,381.14,694.23,930.74,539.5,682.29,889.34,116.55,185.22,74.76,691.48,906.95,781.83,926.62,693.19,450.3,803.41,244.79,47.79,660.49,214.62,749.84,108.22
2025-09-08,941.67,0.0523,850.69,0.0292,816.88,498.43,478.83,491.39,476.06,486.28,478.6,501.63,461.13,493.19,486.55,497.12,487.35,473.07,474.75,485.86,201.45,160.94,332.65,500.7,932.45,503.97,478.7,522.05,214.9,932.81,172.75,578.51,88.23,135.36,969.46,709.57,206.14,43.08,666.18,566.38,182.8,429.12,561.45,321.88,866.13,337.86,45.89,0.11,339.81,924.16,537.68
2025-09-09,1077.65,0.0602,3319.5,0.0038,533.37,328.14,315.52,317.8,325.88,325.43,322.7,317.97,336.74,315.64,311.43,301.27,327.75,313.75,325.67,316.13,863.96,181.25,592.66,981.61,630.61,203.16,186.13,379.96,116.46,715.16,852.63,178.96,410.78,142.89,719.27,230.34,251.01,156.55,365.32,799.79,304.81,938.87,366.98,77.32,583.76,43.6,810.86,63.06,644.43,683.23,819.46
2025-09-10,1776.71,0.0569,2383.12,0.0051,205.58,111.86,135.92,143.82,115.98,132.11,115.11,134.53,114.33,125.17,114.44,135.15,131.18,122.94,130.19,136.9,321.35,565.54,494.95,831.08,934.16,67.55,292.01,44.66,879.77,928.25,140.03,663.7,545.78,755.34,548.79,414.48,178.95,641.15,59.4,980.74,448.34,991.4,44.39,456.07,366.0,904.89,434.27,408.29,27.23,184.69,377.65
2025-09-11,975.38,0.0368,1504.72,0.0284,212.67,135.79,122.25,120.85,113.45,120.92,122.42,122.34,132.66,132.0,106.5,138.12,130.95,126.14,118.8,127.25,989.56,637.3,945.74,911.74,757.17,171.43,778.13,335.12,440.31,796.97,400.81,990.76,461.98,721.27,269.28,32.86,657.21,398.99,830.07,705.57,364.84,526.66,369.14,818.38,652.63,515.56,341.18,840.95,593.83,308.27,352.64
2025-09-12,754.24,0.0373,917.82,0.0353,717.01,445.58,433.79,426.17,432.39,429.59,443.46,424.97,429.34,429.22,443.6,431.18,435.85,440.27,422.0,421.13,157.69,739.42,747.57,254.34,103.44,984.38,893.98,391.44,625.21,609.3,75.26,823.45,900.78,378.03,999.3,135.91,994.43,825.55,170.9,573.33,982.91,288.04,498.91,17.03,305.66,670.93,607.53,145.0,283.44,486.85,338.81
2025-09-13,1869.28,0.0476,2882.08,0.0056,487.28,281.14,285.06,312.28,302.46,281.78,300.64,284.72,304.94,274.33,285.5,290.1,290.24,281.79,290.13,297.95,516.34,181.05,730.54,772.53,231.15,468.55,724.46,989.92,490.41,115.85,545.21,745.74,906.53,77.42,589.75,319.78,652.11,71.93,372.26,37.49,834.94,790.78,211.46,582.11,238.39,67.17,701.9,554.62,669.48,607.26,923.09
2025-09-14,2665.93,0.039,2360.22,0.0055,280.47,159.11,175.86,159.96,159.83,143.3,169.86,177.05,172.34,171.6,179.92,172.28,173.71,170.89,171.1,164.24,792.84,959.01,46.35,265.47,394.17,867.35,465.17,207.89,872.57,291.48,669.75,208.05,821.92,12.1,681.15,341.99,606.68,196.41,600.35,374.48,479.69,159.31,173.14,880.77,488.15,54.12,201.2,678.51,141.58,926.46,48.76
2025-09-15,1544.04,0.03,2100.38,0.0032,542.44,335.64,332.32,319.96,310.47,327.47,312.74,318.37,323.11,329.11,336.15,348.35,322.08,319.68,323.93,313.22,432.64,638.74,549.67,208.74,170.11,848.75,86.51,544.78,546.93,968.84,941.22,876.14,375.3,288.16,682.41,899.59,409.93,300.03,482.25,565.44,879.27,252.05,508.42,217.55,216.15,586.47,185.43,229.53,735.81,383.95,445.08
2025-09-16,1355.09,0.0499,3181.68,0.0045,157.79,97.39,113.16,93.2,93.75,100.76,96.79,101.12,85.74,87.87,81.81,77.04,94.7,97.62,99.01,85.75,468.08,847.05,466.99,944.27,494.91,511.52,56.95,987.32,480.78,319.42,739.34,525.79,717.3,9.22,845.25,741.81,312.58,626.73,198.66,797.21,347.65,784.88,585.9,183.26,483.7,887.3,958.15,512.33,645.64,703.07,264.6
2025-09-17,645.76,0.0601,2865.79,0.0042,623.77,379.78,372.51,382.67,373.39,376.89,384.89,370.44,382.24,361.42,363.38,382.08,371.52,373.62,391.89,391.6,986.36,540.07,927.84,19.3,471.37,706.69,374.33,792.02,924.6,93.25,541.1,889.29,395.29,230.07,9.67,972.18,911.07,685.17,140.62,438.1,785.83,433.65,239.92,772.28,956.61,528.48,589.66,911.41,971.24,961.01,893.81
2025-09-18,1422.51,0.0437,955.02,0.0292,342.09,208.66,211.94,207.33,210.74,185.76,201.5,185.5,186.52,220.02,230.86,196.14,200.68,206.19,200.18,209.1,425.31,414.28,257.34,965.39,956.26,192.75,463.82,993.37,719.69,707.55,932.62,329.83,232.59,419.5,220.25,599.07,969.0,124.2,123.25,960.06,223.68,201.54,587.39,255.09,839.78,877.82,390.12,512.23,911.24,152.37,96.05
2025-09-19,1985.08,0.0434,1435.17,0.0253,817.8,494.59,491.66,477.76,500.18,487.17,504.19,484.98,497.14,495.6,508.19,490.48,483.79,485.18,473.53,491.76,604.07,977.18,269.83,149.26,433.73,688.4,609.12,968.3,111.55,734.0,478.44,62.05,342.9,121.42,665.53,241.71,496.78,943.8,863.01,271.79,772.32,651.13,900.34,191.98,941.63,810.99,801.44,157.32,283.3,862.71,411.44
2025-09-20,994.18,0.0307,1245.47,0.0266,379.33,214.33,240.55,222.27,227.0,205.41,240.52,215.8,216.61,225.3,227.28,225.12,232.27,222.49,235.85,225.1,54.54,582.12,411.35,819.44,785.63,272.38,6.49,489.54,177.7,285.46,561.21,475.98,70.96,104.28,895.15,327.66,290.2,341.04,31.56,744.57,456.45,732.76,473.17,377.99,806.33,75.85,525.16,627.81,27.32,420.71,406.82
2025-09-21,1788.49,0.0424,2731.84,0.003,509.7,316.29,298.63,299.75,324.37,319.52,322.46,306.16,318.34,294.45,308.39,301.54,318.92,308.69,322.65,308.74,842.21,866.87,243.37,275.92,941.91,832.06,989.72,696.38,787.12,297.67,596.1,269.84,331.78,896.44,685.34,319.84,770.12,713.17,977.01,419.03,107.5,125.07,857.39,392.5,354.75,201.96,241.66,592.2,655.37,732.42,888.39
2025-09-22,1816.06,0.0519,600.6,0.0355,110.46,77.97,73.73,65.5,68.52,55.41,69.33,54.37,67.89,58.06,59.97,66.17,77.99,75.71,70.2,69.08,648.17,953.29,129.18,350.7,876.99,83.72,363.94,110.44,835.85,468.89,409.98,715.23,460.74,585.47,413.49,326.49,132.46,524.21,198.53,485.99,273.26,276.98,927.27,874.1,812.05,657.71,206.74,26.95,602.89,293.54,215.49
2025-09-23,1611.15,0.0342,2209.67,0.0039,165.2,96.83,97.17,103.38,95.66,111.68,105.0,108.38,105.56,112.15,103.44,87.78,86.56,93.14,88.24,102.04,404.02,675.35,857.41,216.76,208.67,773.14,848.09,441.15,545.19,21.79,838.48,957.11,955.48,934.46,361.56,672.96,765.59,222.76,110.32,802.5,402.27,221.28,92.39,618.44,922.92,443.5,396.86,90.59,27.43,333.98,644.9
2025-09-24,1545.52,0.0451,2787.38,0.0052,453.24,271.51,271.3,276.13,255.83,281.41,286.09,271.04,272.77,273.32,264.77,282.24,284.84,263.26,270.71,273.09,16.17,548.94,558.28,585.51,496.03,99.94,534.97,809.02,554.46,789.32,185.18,690.97,313.41,345.83,737.95,530.81,818.95,846.23,576.97,296.22,749.29,379.85,95.81,405.96,947.04,290.7,859.9,156.78,122.68,27.13,134.41
2025-09-25,1553.73,0.0452,3130.3,0.0071,531.94,303.86,320.08,301.41,316.54,310.16,323.64,317.39,301.64,313.66,298.84,301.23,315.99,325.3,307.98,327.85,591.67,3.51,861.36,348.1,347.74,881.19,130.44,505.34,631.93,317.09,554.84,886.93,902.45,677.14,741.24,385.42,124.9,818.24,79.99,96.81,72.98,763.44,476.04,534.39,683.2,418.63,61.45,136.29,584.7,971.4,953.98
2025-09-26,1039.24,0.0402,1526.25,0.0229,640.02,389.15,386.53,394.65,380.65,372.68,379.0,390.57,375.4,389.11,370.8,389.41,390.02,383.69,390.44,384.24,12.66,40.02,831.13,657.39,399.86,304.2,797.57,702.7,439.12,853.76,722.23,453.02,228.86,204.69,607.06,149.09,976.86,396.07,602.45,520.26,659.55,713.71,588.1,953.97,211.37,445.2,218.53,259.47,911.83,813.45,593.01
2025-09-27,1316.54,0.0473,2963.77,0.0025,362.5,223.22,216.34,220.02,227.1,221.0,213.01,227.14,224.22,209.35,217.71,214.23,208.44,225.8,203.98,207.72,1.2,200.85,282.04,15.65,360.81,654.39,709.83,745.75,680.2,802.63,903.98,771.64,190.97,618.34,291.47,22.14,985.51,588.61,850.63,528.79,716.01,662.52,425.88,113.21,39.73,910.55,893.15,454.11,906.5,93.92,626.26
2025-09-28,2399.66,0.0411,831.9,0.0311,725.48,434.67,437.44,449.14,439.92,426.85,437.68,435.09,436.96,450.3,423.98,423.58,436.71,426.23,432.29,429.17,616.1,186.01,547.74,64.37,826.36,487.5,527.44,253.47,108.48,661.4,883.92,843.04,519.0,129.59,925.15,218.83,936.72,257.83,47.9,797.17,653.92,6.29,326.45,207.72,147.2,103.46,121.73,371.72,151.49,999.51,433.77
2025-09-29,1715.17,0.0351,3039.36,0.0061,874.11,535.71,540.25,528.91,512.67,525.49,511.56,516.75,536.28,537.99,523.79,526.49,527.6,506.67,514.42,504.68,189.02,254.76,83.22,99.66,452.14,366.3,514.55,875.7,961.28,324.87,508.74,710.88,672.51,2.08,551.88,107.47,496.03,689.85,799.87,968.32,760.67,142.14,640.99,962.53,965.55,279.73,629.63,890.65,384.57,605.02,342.28
2025-09-30,1800.61,0.0392,882.47,0.0351,801.87,477.78,490.97,492.13,482.84,476.29,479.69,463.38,485.15,476.45,470.37,465.55,466.27,475.79,482.39,501.39,191.89,304.93,915.25,418.99,523.69,645.44,87.48,459.82,750.15,516.32,643.16,507.78,44.33,931.53,790.49,785.45,246.07,309.03,394.48,55.3,178.17,223.3,2.08,957.32,462.1,537.56,213.51,612.11,43.2,853.73,212.68
2025-10-01,1869.86,0.0566,1691.86,0.0206,135.66,87.04,90.09,86.06,88.11,63.58,92.36,74.53,71.73,75.11,73.57,81.79,87.48,73.73,77.73,90.02,653.27,360.07,404.26,814.8,982.45,947.52,655.85,210.19,631.17,444.83,394.24,625.87,221.07,554.89,214.31,112.5,582.01,844.08,159.49,591.69,587.1,271.96,968.07,177.17,854.99,698.29,605.87,876.14,469.27,66.66,603.99
2025-10-02,1267.01,0.0474,2891.89,0.0055,532.46,309.28,314.92,332.94,334.75,297.17,297.56,313.3,311.51,293.29,328.01,305.24,332.93,318.69,321.24,311.17,53.7,420.54,393.68,888.18,59.98,41.27,911.25,865.42,316.32,338.88,468.18,700.51,455.68,926.94,344.04,724.23,419.93,217.39,176.1,681.28,941.14,146.43,232.08,145.11,465.04,630.64,383.1,527.04,753.08,389.45,954.56
2025-10-03,1252.27,0.0487,949.75,0.0296,194.44,116.43,107.77,121.88,125.54,118.93,132.01,117.73,117.69,101.85,119.14,121.28,114.92,110.29,116.89,113.84,313.41,98.87,302.76,244.81,487.96,918.85,93.24,417.82,160.96,848.14,906.27,253.08,331.0,333.83,874.58,385.66,205.95,14.8,918.76,985.8,610.78,410.32,917.1,421.09,660.82,941.64,101.68,89.87,789.97,669.65,359.79
2025-10-04,2376.42,0.0469,1187.75,0.0279,317.84,188.96,200.26,189.73,198.31,185.09,201.93,187.25,167.56,177.31,190.61,181.46,204.31,198.11,180.84,184.34,149.43,42.36,460.66,574.37,774.06,609.08,263.51,750.31,409.34,483.51,930.7,809.58,712.62,327.79,50.11,73.38,423.68,268.51,110.61,942.59,611.34,75.18,109.01,49.72,24.14,795.61,582.48,463.29,498.99,106.43,883.16
2025-10-05,2064.92,0.0387,2666.76,0.0076,988.0,595.05,601.56,615.52,593.4,587.27,588.2,599.68,609.53,594.15,601.59,588.29,590.9,589.92,599.07,608.22,580.18,673.94,251.76,768.36,151.16,807.31,902.31,548.03,661.58,832.72,895.41,950.32,511.16,400.66,512.32,812.73,663.89,191.05,866.78,712.45,736.44,750.02,238.09,654.9,249.86,557.08,683.04,822.03,95.87,488.9,148.78
2025-10-06,1552.95,0.0393,2660.11,0.0035,228.25,133.25,151.67,145.84,140.83,143.91,142.38,130.82,141.37,133.69,141.75,139.89,145.44,138.45,136.46,122.75,661.77,537.33,374.85,288.83,611.53,383.87,284.34,381.87,633.71,105.22,138.37,465.24,160.36,706.04,481.71,579.63,70.91,508.29,544.24,521.79,333.2,787.72,234.87,77.5,436.27,214.68,680.27,194.1,381.36,442.68,936.13
2025-10-07,1693.69,0.0551,2423.44,0.0053,549.0,328.08,323.36,335.14,341.89,341.13,329.43,328.83,341.67,315.95,343.87,321.67,307.21,330.98,319.51,330.54,721.14,444.14,799.95,409.01,239.46,471.84,653.94,809.88,382.64,141.02,850.08,701.07,894.47,565.81,751.23,235.76,333.42,203.7,39.06,161.52,700.48,574.27,996.15,58.03,630.63,450.87,637.03,91.21,932.1,216.04,350.49
2025-10-08,1835.01,0.0542,2581.85,0.0055,656.34,402.06,391.51,381.04,380.48,391.08,406.1,405.64,378.0,390.99,389.21,393.22,417.99,395.75,416.21,392.72,255.23,634.44,834.26,523.97,867.4,868.85,534.82,584.47,613.29,977.32,948.36,737.03,292.91,925.35,281.89,894.68,17.79,763.19,464.48,384.18,916.23,89.7,4.6,485.19,171.52,693.38,500.22,329.43,229.61,300.27,379.73
2025-10-09,1006.99,0.0443,2128.17,0.0061,732.22,434.96,422.94,426.45,435.84,435.93,449.16,442.75,451.78,444.38,435.03,424.19,454.29,439.09,444.1,447.6,89.25,827.68,304.18,134.87,327.1,414.85,596.33,390.56,813.75,587.77,361.25,662.25,731.13,25.44,219.07,45.26,749.5,241.37,817.45,585.12,10.9,890.08,639.64,957.79,764.55,837.96,519.47,388.9,319.75,967.12,462.84
2025-10-10,1063.37,0.0469,1255.4,0.0276,603.68,346.14,358.29,365.14,354.48,367.21,348.21,361.61,384.53,367.49,349.2,368.52,359.36,367.32,360.68,361.17,78.68,427.69,469.01,25.98,329.06,534.66,415.79,109.6,26.28,509.77,518.65,547.12,779.92,708.2,926.13,201.82,640.69,706.97,726.2,725.2,870.11,965.64,869.69,426.8,364.4,959.74,635.64,306.26,746.83,288.65,718.24
2025-10-11,897.36,0.0489,1537.09,0.0252,108.79,82.77,75.24,66.73,69.07,51.71,71.15,59.26,52.07,46.28,60.99,82.93,45.56,57.32,79.43,47.69,426.15,641.12,873.82,152.81,598.19,20.19,299.99,895.45,450.62,523.16,779.1,881.65,963.16,330.33,571.71,752.05,62.67,578.47,488.78,635.4,218.62,202.36,672.27,356.48,817.44,605.45,690.26,135.24,733.58,213.43,719.65
2025-10-12,1914.39,0.0375,1044.79,0.0288,393.82,250.1,231.62,230.15,248.59,238.52,234.23,229.96,244.0,235.01,245.94,264.21,239.17,250.28,254.71,233.78,945.84,953.57,52.67,626.85,183.56,158.6,48.53,35.47,758.56,215.27,562.08,448.93,498.51,180.23,104.69,709.38,964.74,986.25,860.05,714.12,455.92,704.64,362.73,997.96,97.97,526.92,654.88,250.84,912.2,536.21,479.59
2025-10-13,553.91,0.0363,3225.35,0.0053,565.94,326.64,345.97,340.97,333.59,345.08,340.39,331.06,339.58,325.73,352.56,340.48,325.13,337.2,338.11,329.84,217.73,839.62,889.14,73.62,284.89,641.69,744.28,863.19,546.14,718.7,993.48,61.1,615.84,510.4,193.04,289.27,22.62,999.9,120.36,429.15,852.35,841.94,958.31,531.97,679.76,17.69,586.95,682.28,388.12,670.96,523.15
2025-10-14,1198.4,0.0309,2250.18,0.0047,179.08,114.34,105.54,123.33,83.54,114.25,100.17,102.04,92.0,116.47,117.05,115.33,111.9,94.33,110.92,108.24,256.74,426.0,219.18,189.7,416.63,716.98,746.09,359.96,651.48,84.78,455.71,844.56,334.88,505.06,998.83,62.02,589.96,869.53,909.94,727.63,823.91,539.84,893.52,375.24,293.33,72.1,155.84,385.93,514.6,725.09,30.01
2025-10-15,1313.97,0.0495,1702.55,0.0242,415.56,244.31,252.58,256.29,245.22,229.97,266.82,256.9,254.27,257.18,231.4,231.53,253.45,251.22,239.46,263.68,100.89,644.72,678.54,337.85,353.64,582.6,670.73,639.34,516.68,573.32,713.94,673.98,678.18,137.01,195.61,858.08,776.37,759.98,846.44,143.74,891.93,323.32,433.95,385.86,795.38,156.1,210.62,632.55,467.39,754.25,304.3
2025-10-16,929.81,0.027,1886.02,0.0204,129.88,80.56,66.45,66.52,87.06,70.32,88.33,75.71,86.27,68.95,88.76,92.96,68.52,69.42,76.46,60.54,605.57,177.07,582.55,77.87,524.88,143.31,643.63,922.2,991.87,570.77,792.59,849.26,463.38,201.9,610.48,313.7,787.9,386.46,708.28,162.59,940.42,478.56,573.33,194.96,402.17,54.76,260.22,536.3,927.75,36.83,346.02
2025-10-17,1386.25,0.0369,3341.85,0.0054,170.72,105.37,103.28,101.32,107.81,93.65,95.03,88.93,96.42,94.77,84.05,110.19,113.64,109.09,100.44,94.43,679.87,560.52,552.94,191.7,599.64,445.41,243.72,151.71,54.62,914.19,494.1,138.55,437.65,408.16,420.13,195.71,34.29,753.28,817.89,162.83,447.16,512.27,967.52,512.22,665.35,400.86,919.66,549.05,769.33,393.76,558.73
2025-10-18,764.05,0.0409,960.05,0.0303,457.23,271.99,244.43,266.29,278.62,275.34,260.99,292.02,286.0,269.73,283.32,269.5,282.39,296.43,276.19,268.81,642.93,981.33,859.36,911.27,566.67,355.09,22.34,566.95,491.04,526.18,856.98,30.75,855.47,408.81,885.6,516.06,906.42,956.68,543.82,890.86,656.36,400.64,982.56,438.86,934.31,336.88,759.4,248.55,831.44,773.96,558.3
2025-10-19,778.43,0.0364,2258.69,0.0061,219.44,123.83,129.8,127.79,128.87,136.47,127.81,134.87,115.0,109.14,127.99,144.04,141.42,123.8,134.99,127.85,861.13,518.32,101.57,19.3,654.17,495.66,808.72,764.43,91.42,137.06,546.15,934.37,50.17,317.56,755.17,910.23,918.45,23.38,675.16,76.03,390.48,929.84,449.82,270.8,20.63,637.35,552.87,521.54,133.1,904.85,709.9
2025-10-20,1733.9,0.0408,2017.67,0.0049,610.79,359.57,350.17,362.34,353.68,381.44,370.82,352.4,351.52,369.83,373.5,363.93,366.56,369.8,372.07,373.87,486.43,927.64,347.03,653.43,307.75,870.33,491.14,757.58,159.79,572.75,411.65,147.73,881.96,148.55,596.95,43.55,561.39,537.91,560.6,801.51,350.72,743.88,847.35,160.54,11.12,535.67,252.06,23.59,791.85,602.2,717.03
2025-10-21,1040.29,0.0321,2334.36,0.0032,720.52,423.15,444.37,427.53,437.46,427.36,434.71,427.89,433.68,429.58,418.99,427.73,418.16,414.76,434.69,430.58,134.46,407.33,538.25,384.41,126.43,775.86,306.84,525.63,383.04,91.33,107.82,809.65,852.07,4.37,10.74,765.8,482.08,218.0,355.43,233.57,431.6,241.3,301.98,311.24,770.28,595.97,110.89,431.74,432.98,52.31,235.21
2025-10-22,690.59,0.0351,554.33,0.037,820.53,484.0,500.09,479.77,483.97,487.34,504.85,493.43,492.57,502.02,504.03,497.07,502.1,496.86,480.21,496.47,289.41,998.84,811.29,672.65,760.81,83.99,101.93,624.74,155.54,203.79,393.41,823.21,506.37,970.24,879.8,572.47,44.87,557.88,568.86,468.43,743.08,585.56,371.81,508.68,646.39,471.98,898.76,572.62,23.34,396.65,770.19
2025-10-23,1283.36,0.0465,3116.37,0.0041,280.14,167.41,172.75,166.8,189.92,179.58,175.98,185.13,160.92,157.1,153.43,157.45,165.38,159.22,158.7,161.82,662.43,579.22,216.44,588.69,850.78,890.31,62.72,757.53,963.69,31.11,733.94,708.71,490.2,943.5,444.67,425.45,561.95,466.45,257.47,915.96,501.44,688.69,164.82,58.33,292.98,277.74,892.67,182.0,60.09,74.23,19.6
2025-10-24,1654.99,0.0408,3296.35,0.0043,250.73,143.28,165.65,144.83,156.15,153.41,160.14,139.36,158.54,144.25,143.76,160.66,136.54,144.19,144.98,152.74,613.12,42.27,802.93,223.5,257.01,471.77,348.87,841.03,946.79,513.29,921.29,131.26,361.81,483.65,931.58,744.08,409.38,575.77,440.28,585.94,814.06,140.16,209.18,153.74,494.4,952.83,110.7,256.56,677.91,748.54,716.16
2025-10-25,1153.22,0.0315,2195.4,0.0044,194.11,123.29,106.98,87.17,110.66,129.14,119.74,126.23,121.78,101.4,106.49,105.91,129.99,105.45,113.64,124.24,531.0,586.75,399.64,847.21,407.09,743.86,804.74,761.81,336.11,84.53,251.68,667.4,994.17,995.05,495.54,965.82,772.81,550.96,280.78,210.12,745.22,358.43,656.87,947.66,41.94,86.41,797.22,219.53,372.01,63.51,102.06
2025-10-26,2008.07,0.0357,2589.95,0.0064,672.79,418.54,421.15,424.2,397.56,406.56,389.78,417.67,412.25,393.63,386.13,393.17,424.67,410.99,414.18,396.35,682.96,274.57,188.91,491.94,498.57,140.04,918.72,354.0,639.75,469.39,355.24,889.09,111.17,673.65,694.22,229.21,403.88,960.11,122.89,284.09,20.48,905.55,510.78,542.86,192.45,938.89,446.65,70.56,868.12,185.73,729.65
2025-10-27,628.02,0.0463,3267.5,0.0029,735.83,435.7,450.82,452.38,440.57,429.93,439.54,435.21,440.27,429.68,442.44,432.4,441.08,451.57,429.87,449.31,637.39,32.48,758.99,822.54,533.33,670.72,896.75,996.73,533.75,932.95,153.96,425.53,590.22,68.86,69.29,143.65,683.58,552.19,321.86,920.45,630.24,567.17,231.13,63.45,424.5,311.24,323.97,347.86,734.27,416.96,527.12
2025-10-28,577.52,0.0381,2621.72,0.0081,128.43,79.45,74.69,73.29,74.66,63.73,87.66,74.28,83.08,87.02,95.12,84.65,98.65,77.29,73.48,77.58,881.32,820.85,90.9,406.01,659.49,236.33,920.0,434.5,815.59,719.76,690.72,413.52,681.68,117.72,745.15,912.88,101.41,846.23,851.99,427.14,436.57,217.0,402.91,693.09,834.04,512.66,739.1,978.97,21.68,462.65,437.25
2025-10-29,1297.03,0.0527,957.62,0.0325,942.59,570.55,576.91,565.74,576.72,550.04,565.04,555.19,561.1,558.57,592.22,559.39,566.47,556.91,575.08,576.01,586.02,275.73,514.77,984.69,41.6,438.38,907.73,24.46,627.45,77.41,960.19,442.86,934.33,916.11,338.0,668.95,132.95,319.82,381.08,586.99,456.63,122.78,373.18,61.8,479.67,108.84,614.33,353.88,686.89,406.48,690.67
2025-10-30,1310.95,0.0308,2228.87,0.0052,146.77,92.78,77.0,76.35,89.93,94.69,93.1,86.03,108.6,89.31,89.04,74.58,84.26,103.96,85.07,86.05,778.6,796.55,63.88,770.49,721.48,16.86,527.22,362.62,0.25,224.21,640.95,82.27,780.2,630.05,351.36,437.99,139.71,438.1,748.0,459.93,818.37,518.23,987.36,738.87,586.36,70.93,780.03,460.54,192.35,463.4,36.37
2025-10-31,1456.14,0.0284,2320.15,0.0049,587.17,353.06,344.05,369.26,344.98,364.19,349.11,351.93,344.17,348.49,363.47,346.24,346.0,344.8,356.9,356.11,248.71,288.22,356.42,965.95,61.97,151.61,219.42,127.78,763.17,673.66,617.08,892.03,643.85,843.18,118.66,573.26,45.53,470.41,175.2,378.44,547.61,547.69,853.57,749.96,873.75,429.55,74.33,653.09,422.58,713.24,223.47
2025-11-01,2224.79,0.037,1772.39,0.0228,738.15,450.32,436.81,461.87,461.8,461.39,432.59,449.49,463.95,430.2,445.21,442.57,459.26,421.27,441.5,442.49,678.18,194.33,601.08,514.33,468.29,92.08,798.05,121.44,746.85,894.7,553.49,869.18,116.81,898.27,146.86,745.61,541.33,278.73,424.42,223.28,885.62,334.41,387.97,651.08,308.82,741.7,318.59,648.5,624.74,369.27,616.44
2025-11-02,2749.29,0.0392,2709.33,0.0055,883.87,535.15,525.03,531.89,530.82,538.75,529.09,541.23,530.67,528.64,535.31,518.51,522.52,534.91,532.89,529.36,902.19,973.94,556.12,473.69,827.67,239.74,213.71,281.54,509.72,32.92,88.46,997.91,373.73,447.94,185.76,773.03,793.97,379.79,114.86,686.19,712.81,630.42,913.92,732.2,700.7,269.36,319.32,949.89,872.72,547.75,847.22
2025-11-03,1274.45,0.0401,3303.1,0.0056,742.68,433.23,435.04,455.84,453.3,457.24,448.7,438.13,431.85,451.6,442.19,434.09,452.96,434.56,443.32,448.2,385.73,361.65,404.66,755.45,451.22,100.02,267.21,53.38,902.92,812.45,729.5,585.18,138.84,48.53,328.21,919.89,610.41,598.51,138.62,718.24,552.84,68.68,342.64,87.97,861.67,562.35,329.75,857.56,456.1,303.37,381.11
2025-11-04,984.43,0.0522,3276.71,0.0056,821.56,501.62,505.16,494.69,486.85,487.13,486.38,473.26,506.61,480.86,494.88,514.05,487.34,502.82,499.6,498.3,779.1,601.38,429.05,880.29,149.09,691.91,233.25,688.51,908.45,561.81,602.05,751.19,881.21,188.28,891.97,426.84,574.95,580.19,617.44,274.89,754.54,145.14,667.9,726.78,202.62,278.65,502.48,793.95,808.49,353.63,258.76
2025-11-05,1692.78,0.0624,1852.52,0.0217,405.51,252.18,240.71,229.94,246.93,231.74,240.95,243.09,244.56,251.39,248.68,234.7,238.7,239.49,227.85,230.81,724.79,609.98,226.77,964.15,985.03,29.04,514.98,73.99,523.91,546.09,661.48,202.67,749.62,66.57,368.26,293.41,680.62,636.44,607.48,789.01,38.35,546.27,966.65,136.69,356.48,388.61,283.01,951.63,782.97,613.8,518.74
2025-11-06,906.25,0.0425,839.71,0.0312,833.34,492.37,503.53,495.89,503.12,508.51,490.61,502.94,508.52,491.51,494.22,496.78,510.31,506.04,496.37,514.34,59.53,560.47,455.88,324.55,889.29,617.74,321.83,203.29,607.99,957.81,898.81,667.53,757.54,188.74,724.36,639.66,339.65,351.82,213.37,854.54,27.08,61.82,390.28,339.51,979.81,906.45,444.38,230.77,414.54,490.49,622.32
2025-11-07,1158.46,0.0356,3454.52,0.0048,172.1,103.64,97.56,104.58,84.37,107.44,114.45,105.76,115.5,98.43,102.49,99.59,99.46,117.28,106.23,84.67,581.51,914.7,953.25,798.7,771.31,140.71,154.16,92.9,996.52,747.64,783.96,649.73,652.26,410.53,82.75,415.73,361.95,315.83,474.42,920.68,83.35,880.91,679.88,942.75,983.22,855.84,367.78,617.05,500.98,723.04,420.1
